,qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_exclamation_url,qty_space_url,qty_tilde_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,qty_tld_url,length_url,qty_dot_domain,qty_hyphen_domain,qty_underline_domain,qty_at_domain,qty_vowels_domain,domain_in_ip,server_client_domain,qty_dot_directory,qty_hyphen_directory,qty_underline_directory,qty_questionmark_directory,directory_length,qty_hyphen_file,file_length,qty_dot_params,qty_hyphen_params,qty_underline_params,qty_slash_params,qty_questionmark_params,qty_percent_params,email_in_url,url_shortened,phishing
19353,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,65,1,0,0,0,5,0,0,0,0,0,0,48,0,0,-1,-1,-1,-1,-1,-1,0,0,1
40877,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,26,3,0,0,0,7,0,0,0,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,0,0,0
5158,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,132,2,0,0,0,6,0,0,0,0,1,0,113,0,40,-1,-1,-1,-1,-1,-1,0,0,1
5653,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,6,0,0,0,0,0,0,36,0,0,-1,-1,-1,-1,-1,-1,0,0,1
33318,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,1,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
1232,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,1,0,0,4,0,0,0,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,0,0,1
52235,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
6545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
11732,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,46,2,0,0,0,9,0,0,0,0,0,0,20,0,7,-1,-1,-1,-1,-1,-1,0,0,0
33335,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
46725,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,1,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
47889,5,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,77,2,0,0,0,9,0,0,1,0,0,0,26,0,9,2,0,0,0,0,0,1,0,1
27357,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,45,2,0,0,0,5,0,0,1,0,0,0,25,0,7,-1,-1,-1,-1,-1,-1,0,0,1
28217,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,0,0,0,2,0,0,1,1,0,0,21,0,9,-1,-1,-1,-1,-1,-1,0,0,1
7615,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1,0,0,0,2,0,0,1,2,0,0,29,0,10,-1,-1,-1,-1,-1,-1,0,0,1
20340,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2,0,0,0,5,0,0,0,0,0,0,15,0,2,-1,-1,-1,-1,-1,-1,0,0,1
24987,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,1,0,0,0,3,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0
5734,4,2,0,7,0,1,1,0,0,0,0,0,0,0,0,0,2,102,1,1,0,0,5,0,0,1,1,0,0,54,0,11,2,0,0,0,0,0,1,0,1
58358,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,9,0,0,0,12,0,0,3,0,0,0,30,0,0,-1,-1,-1,-1,-1,-1,0,0,1
6413,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,4,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
52458,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,5,0,0,0,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,0,0,0
22278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
2562,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,60,2,1,0,0,4,0,0,1,1,0,0,39,0,14,-1,-1,-1,-1,-1,-1,0,0,1
9818,4,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,2,93,1,0,0,0,2,0,0,0,0,0,0,10,0,7,3,0,0,6,0,0,0,1,1
39457,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
50958,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,3,0,0,11,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
11980,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
38124,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,0,0,0,6,0,0,0,0,0,0,7,0,6,-1,-1,-1,-1,-1,-1,0,0,1
10628,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
20509,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,5,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
17277,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,2,0,0,0,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,0,0,0
54766,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,51,3,0,0,0,4,0,0,0,0,1,0,35,0,0,-1,-1,-1,-1,-1,-1,0,0,1
24808,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,48,2,0,0,0,5,0,0,0,0,1,0,33,0,24,-1,-1,-1,-1,-1,-1,0,0,0
58364,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2,0,0,0,4,0,0,1,0,1,0,22,0,14,-1,-1,-1,-1,-1,-1,0,0,0
45620,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,1,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
6537,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,0,3,0,0,1,0,0,0,16,0,11,-1,-1,-1,-1,-1,-1,0,0,0
29107,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
47034,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,40,2,0,0,0,7,0,0,1,0,0,0,20,0,9,-1,-1,-1,-1,-1,-1,0,0,1
38701,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,4,0,0,1,0,0,0,9,0,8,-1,-1,-1,-1,-1,-1,0,0,1
42971,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,35,2,0,0,0,5,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0
10713,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,0,0,0,6,0,0,1,0,0,0,21,0,20,-1,-1,-1,-1,-1,-1,0,0,1
1956,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1,0,0,0,7,0,0,0,0,0,0,23,0,0,-1,-1,-1,-1,-1,-1,0,0,1
20766,2,1,1,6,0,3,0,0,0,0,0,0,0,0,0,0,1,229,1,0,0,0,5,0,0,1,1,0,0,53,0,9,0,0,1,0,0,0,0,0,1
4064,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,0,10,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
54791,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1,0,0,0,6,0,0,1,0,0,0,29,0,9,-1,-1,-1,-1,-1,-1,0,0,1
1704,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
31491,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
34460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
24793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
29326,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1,0,0,0,4,0,0,0,0,0,0,22,0,0,-1,-1,-1,-1,-1,-1,0,0,1
43078,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,127,1,0,0,0,9,0,0,1,1,0,0,102,0,13,-1,-1,-1,-1,-1,-1,0,0,1
56971,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,4,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
43287,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,19,1,0,0,0,8,0,0,0,0,0,0,2,0,1,-1,-1,-1,-1,-1,-1,0,0,1
31120,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,538,2,0,0,0,4,0,0,1,4,5,0,520,1,77,-1,-1,-1,-1,-1,-1,0,0,1
39264,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,39,2,0,0,0,7,0,0,1,0,0,0,22,0,15,-1,-1,-1,-1,-1,-1,0,0,1
9987,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
20793,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,79,3,0,0,0,8,0,0,1,0,0,0,54,0,9,-1,-1,-1,-1,-1,-1,0,0,1
34308,3,0,0,8,0,0,0,0,0,3,3,0,0,0,0,0,1,143,0,0,0,0,0,0,0,3,0,0,0,137,0,68,-1,-1,-1,-1,-1,-1,0,0,0
25986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
38335,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,34,3,0,0,0,5,0,0,0,0,0,0,15,0,0,-1,-1,-1,-1,-1,-1,0,0,0
10407,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,9,0,0,0,0,0,0,16,0,0,-1,-1,-1,-1,-1,-1,0,0,1
44905,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,42,2,0,0,0,6,0,0,0,0,0,0,26,0,4,-1,-1,-1,-1,-1,-1,0,0,1
38812,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,2,1,0,0,9,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
36893,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,1,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
46192,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
56282,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,62,2,0,0,0,11,0,0,1,1,0,0,35,0,11,-1,-1,-1,-1,-1,-1,0,0,1
50159,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,67,2,0,0,0,7,0,0,0,0,0,0,46,0,0,-1,-1,-1,-1,-1,-1,0,0,1
52103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
30426,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,36,1,1,0,0,8,0,0,1,0,0,0,16,0,0,-1,-1,-1,-1,-1,-1,0,0,1
37702,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,2,0,0,1,0,0,0,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,0,0,1
36746,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,86,2,0,0,0,8,0,0,0,0,0,0,58,0,1,-1,-1,-1,-1,-1,-1,0,0,1
25313,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1,0,0,0,3,0,0,0,0,0,0,21,0,6,-1,-1,-1,-1,-1,-1,0,0,0
32515,2,1,1,5,0,3,0,0,0,0,0,0,0,0,0,0,1,227,1,0,0,0,5,0,0,1,1,0,0,45,1,23,0,0,1,0,0,0,0,0,1
58481,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
39085,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,52,2,0,0,0,5,0,0,0,4,0,0,33,4,21,-1,-1,-1,-1,-1,-1,0,0,1
26435,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1,1,0,0,9,0,0,0,1,0,0,21,0,6,-1,-1,-1,-1,-1,-1,0,0,1
53868,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
38208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
17717,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,0,9,0,0,1,0,0,0,13,0,8,-1,-1,-1,-1,-1,-1,0,0,1
35334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
58309,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,4,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
19279,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,5,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
23601,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,6,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
52720,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,58,1,0,0,0,3,0,0,1,0,0,0,30,0,9,0,0,1,0,0,0,0,0,1
43439,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
47799,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,4,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
16759,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,2,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
25098,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,0,0,0,2,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
53194,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,0,0,0,6,0,0,0,0,0,0,18,0,0,-1,-1,-1,-1,-1,-1,0,0,1
9073,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,2,1,0,0,11,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
7474,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26,3,0,0,0,7,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
43751,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
55341,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,2,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
53445,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37,2,0,0,0,4,0,0,3,0,0,0,21,0,20,-1,-1,-1,-1,-1,-1,0,0,1
42844,3,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,2,117,2,1,0,0,7,0,1,1,0,0,0,13,0,8,0,4,5,0,0,0,0,0,1
36466,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,39,2,0,0,0,5,0,0,0,0,0,0,22,0,5,-1,-1,-1,-1,-1,-1,0,0,0
58208,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,3,1,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
1114,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,45,3,0,0,0,7,0,0,0,0,0,0,22,0,0,-1,-1,-1,-1,-1,-1,0,0,1
13253,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
46753,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
34912,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,3,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
56050,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,27,2,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20443,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,187,1,0,0,0,4,0,0,1,0,0,0,10,0,9,0,0,1,0,0,0,0,0,1
29775,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
37473,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,0,8,0,0,0,0,0,0,23,0,0,-1,-1,-1,-1,-1,-1,0,0,1
44330,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,9,0,0,0,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,0,0,1
16382,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
10287,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
3210,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,15,2,258,4,0,0,0,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,0,0,1
6129,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,37,2,0,0,0,6,0,0,0,0,0,0,21,0,0,-1,-1,-1,-1,-1,-1,0,0,1
13856,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
28049,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,61,1,0,0,0,7,0,0,1,0,0,0,41,0,10,-1,-1,-1,-1,-1,-1,0,0,1
20357,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0,4,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
53349,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
36517,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,155,3,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3391,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,23,2,0,0,0,1,0,0,0,0,0,0,12,0,5,-1,-1,-1,-1,-1,-1,0,0,0
30538,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,146,1,0,0,0,9,0,0,2,5,0,0,120,0,0,-1,-1,-1,-1,-1,-1,0,0,1
17047,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
38291,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1,0,0,0,5,0,0,0,0,0,0,17,0,16,-1,-1,-1,-1,-1,-1,0,0,0
37325,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,40,2,0,0,0,5,0,0,0,0,0,0,22,0,0,-1,-1,-1,-1,-1,-1,0,0,1
58268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
7671,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1,0,0,0,7,0,0,1,1,0,0,20,0,10,-1,-1,-1,-1,-1,-1,0,0,1
50840,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,2,0,0,0,0,0,0,11,0,2,-1,-1,-1,-1,-1,-1,0,0,1
29036,3,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,1,218,2,0,0,0,3,0,0,1,0,0,0,36,0,9,0,0,1,0,0,0,0,0,1
5792,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,2,0,0,0,9,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
33079,3,1,5,5,0,2,0,0,0,0,0,0,0,0,0,0,1,177,2,1,0,0,7,0,0,1,0,4,0,75,0,16,0,0,1,0,0,0,0,0,1
26497,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0,0,6,0,0,0,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,0,0,1
24988,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,19,2,1,0,0,5,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
20787,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,0,0,0,4,0,0,1,0,0,0,13,0,8,-1,-1,-1,-1,-1,-1,0,0,1
41761,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,29,2,0,0,0,1,0,0,1,0,0,0,18,0,9,-1,-1,-1,-1,-1,-1,0,0,0
24223,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,1,0,0,8,0,0,1,0,0,0,10,0,9,-1,-1,-1,-1,-1,-1,0,0,1
53969,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,41,2,0,0,0,5,0,0,0,0,0,0,25,0,0,-1,-1,-1,-1,-1,-1,0,0,1
31299,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3,1,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
32804,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,2,2,0,0,7,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
43436,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,1,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
29912,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,7,0,0,1,0,0,0,11,0,10,-1,-1,-1,-1,-1,-1,0,0,1
30754,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1,1,0,0,4,0,0,1,0,0,0,29,0,10,-1,-1,-1,-1,-1,-1,0,0,1
57101,3,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,1,129,1,0,0,0,3,0,0,1,0,0,0,34,0,14,1,0,0,0,0,0,0,0,1
15219,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1,0,0,0,7,0,0,1,0,1,0,28,0,13,-1,-1,-1,-1,-1,-1,0,0,1
52667,2,1,0,6,1,3,0,0,0,0,1,0,0,0,0,2,1,239,0,0,0,0,0,0,0,1,0,0,0,60,0,0,1,1,0,1,1,2,0,0,1
46255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
31156,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,57,3,0,0,0,14,0,0,0,0,0,0,17,0,0,-1,-1,-1,-1,-1,-1,0,0,1
9279,3,7,0,10,0,2,0,0,0,0,0,0,0,0,0,0,1,217,2,0,0,0,1,0,0,1,7,0,0,205,0,13,-1,-1,-1,-1,-1,-1,0,0,1
19031,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,0,0,0,6,0,0,0,0,0,0,27,0,4,-1,-1,-1,-1,-1,-1,0,0,1
5048,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,0,0,0,7,0,0,0,0,0,0,13,0,0,-1,-1,-1,-1,-1,-1,0,0,1
29953,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,1,0,0,4,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0
5035,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,9,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1
8191,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,2,1,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
