,qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_exclamation_url,qty_space_url,qty_tilde_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,qty_tld_url,length_url,qty_dot_domain,qty_hyphen_domain,qty_underline_domain,qty_at_domain,qty_vowels_domain,domain_in_ip,server_client_domain,qty_dot_directory,qty_hyphen_directory,qty_underline_directory,qty_percent_directory,directory_length,file_length,qty_dot_params,qty_hyphen_params,qty_underline_params,qty_slash_params,qty_questionmark_params,qty_percent_params,email_in_url,url_shortened,phishing
50214,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1,0,0,0,8,0,0,0,2,0,0,30,19,-1,-1,-1,-1,-1,-1,0,0,0
46077,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,42,2,0,0,0,6,0,0,0,0,0,0,26,4,-1,-1,-1,-1,-1,-1,0,0,1
21228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
13981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
51405,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1,0,0,0,7,0,0,1,0,0,0,26,15,-1,-1,-1,-1,-1,-1,0,0,1
10153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
40804,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
5112,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,0,0,0,4,0,0,1,0,0,0,20,12,-1,-1,-1,-1,-1,-1,0,0,1
46834,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
33628,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
87208,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
70195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
10758,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,46,2,0,0,0,9,0,0,0,0,0,0,18,2,-1,-1,-1,-1,-1,-1,0,0,0
14827,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,0,0,0,6,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
82199,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1,0,0,0,4,0,0,1,0,0,0,21,7,-1,-1,-1,-1,-1,-1,0,0,1
81670,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
15837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
38063,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,35,2,0,0,0,4,0,0,0,1,0,0,19,0,-1,-1,-1,-1,-1,-1,0,0,0
59338,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
14487,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
58460,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,164,3,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
75342,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,0,8,0,0,0,0,0,0,10,0,-1,-1,-1,-1,-1,-1,0,0,1
81560,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,57,1,0,0,0,6,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,1
87792,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,5,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,1
80778,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1,0,0,0,6,0,0,0,0,0,0,7,0,-1,-1,-1,-1,-1,-1,0,0,1
46367,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,4,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
33450,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,72,2,0,0,0,11,0,0,1,1,0,0,45,16,-1,-1,-1,-1,-1,-1,0,0,1
34479,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1,0,0,0,4,0,0,0,1,0,0,23,0,-1,-1,-1,-1,-1,-1,0,0,1
87228,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,5,0,0,0,0,0,0,15,0,-1,-1,-1,-1,-1,-1,0,0,1
2328,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
40740,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
68181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
57068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
6636,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
69958,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
31377,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,5,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
23310,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,75,2,0,0,0,6,0,0,0,0,0,0,46,4,0,0,1,0,0,0,0,0,1
34848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
2077,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,0,0,0,6,0,0,0,0,0,0,15,0,-1,-1,-1,-1,-1,-1,0,0,1
42014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
73244,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
18437,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,74,2,0,0,0,5,0,0,0,0,0,0,19,7,4,0,0,0,0,0,0,0,1
54725,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,61,1,0,0,0,3,0,0,1,0,0,0,51,16,-1,-1,-1,-1,-1,-1,0,0,1
87327,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
7134,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,62,1,0,0,0,7,0,0,0,1,0,0,41,7,-1,-1,-1,-1,-1,-1,0,0,1
6247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
52959,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2,0,0,0,10,0,0,0,0,0,0,7,6,-1,-1,-1,-1,-1,-1,0,0,1
35369,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,187,1,0,0,0,4,0,0,1,0,0,0,10,9,0,0,1,0,0,0,0,0,1
35266,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
13022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
21856,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,7,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
26698,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
5519,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
473,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
6695,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1,0,0,0,5,0,0,0,0,0,0,9,8,-1,-1,-1,-1,-1,-1,0,0,1
5688,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
84411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
79396,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
82882,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,23,4,0,0,0,5,0,0,0,0,0,0,3,0,-1,-1,-1,-1,-1,-1,0,0,1
81901,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
68250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
74857,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,0,5,0,0,1,1,0,0,26,10,-1,-1,-1,-1,-1,-1,0,0,1
42096,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,78,2,0,0,0,9,0,0,1,1,0,0,55,11,-1,-1,-1,-1,-1,-1,0,0,1
3716,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
18915,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
23335,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
921,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,1,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
32170,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,2,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
2687,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
71822,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
39665,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
2935,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,1,0,0,6,0,0,0,0,0,0,9,0,-1,-1,-1,-1,-1,-1,0,0,1
59590,5,0,1,9,2,9,0,0,0,0,0,0,0,0,0,0,2,230,1,0,0,0,2,0,0,0,0,0,0,67,0,-1,-1,-1,-1,-1,-1,0,0,1
59409,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
70443,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,4,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
37923,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,4,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
33817,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,68,2,0,0,0,7,0,0,1,0,0,0,23,9,1,0,0,0,0,0,0,0,1
44574,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,5,0,0,0,0,0,0,9,0,-1,-1,-1,-1,-1,-1,0,0,0
77839,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
56007,15,0,0,3,1,6,1,0,0,0,0,0,0,0,0,0,2,259,1,0,0,0,5,0,0,1,0,0,0,18,6,13,0,0,0,1,0,1,0,1
47617,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
45549,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
23676,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
21504,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
19356,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,90,2,0,0,0,9,0,0,0,1,0,0,12,0,1,0,0,1,0,0,0,0,1
8748,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,0,0,0,1,0,0,0,0,0,31,12,0,0,0,1,0,0,0,0,1
12071,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,63,2,0,0,0,4,0,0,0,0,0,0,47,0,-1,-1,-1,-1,-1,-1,0,0,1
64458,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
58237,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
20078,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
77473,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,45,1,0,0,0,9,0,0,1,0,0,0,21,11,-1,-1,-1,-1,-1,-1,0,0,1
44982,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,3,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
59523,4,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,2,74,1,0,0,0,2,0,0,1,0,1,0,25,9,2,0,2,1,0,0,0,0,1
54342,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,4,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
6270,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
476,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
29170,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,95,1,0,0,0,4,0,0,0,1,1,0,85,0,-1,-1,-1,-1,-1,-1,0,0,1
17799,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,116,2,0,0,0,2,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,1
25528,2,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,199,1,0,0,0,5,0,0,1,0,0,0,19,9,0,0,1,0,0,0,0,0,1
66926,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,49,1,0,0,0,4,0,0,2,1,0,1,36,16,-1,-1,-1,-1,-1,-1,0,0,1
87841,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
60088,4,1,2,6,0,2,0,0,0,0,0,0,0,0,0,0,1,114,2,0,0,0,8,0,0,0,1,1,0,61,0,2,0,1,0,0,0,0,0,1
59102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
39489,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,54,2,0,0,0,6,0,0,1,0,0,0,37,9,-1,-1,-1,-1,-1,-1,0,0,1
25324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
39533,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
88307,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,4,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
65336,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1,0,0,0,3,0,0,1,0,0,0,29,9,-1,-1,-1,-1,-1,-1,0,0,1
32394,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,1,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
28739,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,3,0,0,1,0,0,0,25,7,-1,-1,-1,-1,-1,-1,0,0,1
44114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1
25441,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,0,0,0,8,0,0,0,0,0,0,6,2,-1,-1,-1,-1,-1,-1,0,0,1
73877,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
3806,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1,0,0,0,5,0,0,1,0,0,0,24,6,-1,-1,-1,-1,-1,-1,0,0,1
81043,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,4,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
6006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,4,0,0,0,0,0,0,4,3,-1,-1,-1,-1,-1,-1,0,0,1
88461,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,4,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
70891,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,76,2,0,0,0,5,0,0,1,0,3,0,61,12,-1,-1,-1,-1,-1,-1,0,0,1
24021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
80311,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
2007,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,64,2,1,0,0,6,0,0,0,0,0,0,41,0,-1,-1,-1,-1,-1,-1,0,0,1
10098,5,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,2,74,2,0,0,0,5,0,0,2,0,0,1,33,9,1,0,0,0,0,0,1,0,1
36420,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
46826,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
3738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
84610,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
39999,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
5431,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
87955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
34705,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
80697,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
60346,15,0,0,2,1,6,1,0,0,0,0,0,0,0,0,0,2,258,2,0,0,0,6,0,0,0,0,0,0,11,6,13,0,0,0,1,0,1,0,1
44216,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,0,0,0,2,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
57463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
14882,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,2,1,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
26054,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
65811,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,4,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
6348,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
73203,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,5,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0
68374,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
80560,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
44631,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
34752,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1
36711,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
24035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
5633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
83867,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
32258,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,1,0,0,6,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,1
